USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
TX	4839952	02411564	Kyle city	25	A	78717289	535333	30.393	0.207	29.994974	-97.889163                                                                                                                    
TX	4839988	02408500	La Blanca CDP	57	S	10705398	0	4.133	0.	26.304793	-98.028601                                                                                                                         
TX	4839994	02584658	La Carla CDP	57	S	185498	0	0.072	0.	26.435385	-98.740592                                                                                                                            
TX	4840000	02633233	La Casita CDP	57	S	157469	0	0.061	0.	26.336898	-98.733732                                                                                                                           
TX	4840018	02584659	La Chuparosa CDP	57	S	26131	0	0.01	0.	26.403708	-98.926801                                                                                                                          
TX	4840036	02408520	Lackland AFB CDP	57	S	10961771	0	4.232	0.	29.386692	-98.617941                                                                                                                      
TX	4840100	02584660	La Coma CDP	57	S	3154881	4163	1.218	0.002	27.499068	-99.303516                                                                                                                      
TX	4840108	02411589	LaCoste city	25	A	1633634	3799	0.631	0.001	29.309977	-98.8111                                                                                                                       
TX	4840168	02411590	Lacy-Lakeview city	25	A	10741691	75143	4.147	0.029	31.629269	-97.10505                                                                                                              
TX	4840180	02412858	Ladonia town	43	A	5156090	0	1.991	0.	33.428376	-95.948222                                                                                                                           
TX	4840186	02584661	La Escondida CDP	57	S	150517	0	0.058	0.	26.38065	-98.873728                                                                                                                         
TX	4840188	02584662	La Esperanza CDP	57	S	73413	0	0.028	0.	26.431314	-98.892272                                                                                                                         
TX	4840204	02411567	La Feria city	25	A	11170830	233157	4.313	0.09	26.153751	-97.825                                                                                                                     
TX	4840210	01852717	La Feria North CDP	57	S	2960164	130961	1.143	0.051	26.178865	-97.822195                                                                                                             
TX	4840258	02408522	Lago CDP	57	S	122313	9187	0.047	0.004	26.087554	-97.612735                                                                                                                          
TX	4840262	02584663	Lago Vista CDP	57	S	1141910	0	0.441	0.	26.564322	-99.107767                                                                                                                         
TX	4840264	02411594	Lago Vista city	25	A	36333537	2908546	14.028	1.123	30.452623	-97.991019                                                                                                             
TX	4840276	02411569	La Grange city	25	A	10711843	26903	4.136	0.01	29.912609	-96.876296                                                                                                                  
TX	4840288	02411570	La Grulla city	25	A	2425585	2908	0.937	0.001	26.271272	-98.648631                                                                                                                   
TX	4840300	02408525	Laguna Heights CDP	57	S	630296	0	0.243	0.	26.08019	-97.256914                                                                                                                       
TX	4840312	02586942	Laguna Park CDP	57	S	7757627	1221292	2.995	0.472	31.864263	-97.383351                                                                                                               
TX	4840320	02408526	Laguna Seca CDP	57	S	5886967	0	2.273	0.	26.279303	-97.926182                                                                                                                        
TX	4840336	02412859	Laguna Vista town	43	A	12501226	313941	4.827	0.121	26.105907	-97.296336                                                                                                             
TX	4840342	02408504	La Homa CDP	57	S	17459728	0	6.741	0.	26.277342	-98.357849                                                                                                                           
TX	4840384	02411573	La Joya city	25	A	10891367	459677	4.205	0.177	26.256627	-98.471308                                                                                                                  
TX	4840450	02411599	Lake Bridgeport city	25	A	1203833	0	0.465	0.	33.20724	-97.830997                                                                                                                    
TX	4840456	02408534	Lake Brownwood CDP	57	S	14717078	2754540	5.682	1.064	31.816941	-99.10602                                                                                                            
TX	4840462	02586943	Lake Bryan CDP	57	S	23609266	2779597	9.116	1.073	30.714261	-96.469319                                                                                                               
TX	4840468	02586944	Lake Cherokee CDP	57	S	31839620	10961303	12.293	4.232	32.360187	-94.650123                                                                                                          
TX	4840472	02412864	Lake City town	43	A	1887335	65186	0.729	0.025	28.083099	-97.88261                                                                                                                   
TX	4840475	02586945	Lake Colorado City CDP	57	S	20084440	3538009	7.755	1.366	32.343658	-100.938164                                                                                                      
TX	4840516	02411600	Lake Dallas city	25	A	6210381	769764	2.398	0.297	33.127781	-97.022786                                                                                                               
TX	4840522	02586946	Lake Dunlap CDP	57	S	4006949	377600	1.547	0.146	29.665249	-98.08165                                                                                                                 
TX	4840576	02408557	Lakehills CDP	57	S	78503121	10605204	30.31	4.095	29.627063	-98.942615                                                                                                               
TX	4840588	02411605	Lake Jackson city	25	A	51121092	3830334	19.738	1.479	29.050864	-95.45123                                                                                                            
TX	4840624	02408540	Lake Kiowa CDP	57	S	7741980	2066483	2.989	0.798	33.570714	-97.013064                                                                                                                
TX	4840674	02586947	Lake Medina Shores CDP	57	S	8008005	769276	3.092	0.297	29.637992	-98.991496                                                                                                         
TX	4840676	02586948	Lake Meredith Estates CDP	57	S	2188380	0	0.845	0.	35.66396	-101.60267                                                                                                               
TX	4840696	02411610	Lakeport city	25	A	4115437	0	1.589	0.	32.405054	-94.710171                                                                                                                          
TX	4840714	02408561	Lakeshore Gardens-Hidden Acres CDP	57	S	5284778	2835412	2.04	1.095	28.126974	-97.869793                                                                                             
TX	4840738	02412866	Lakeside town	43	A	989973	0	0.382	0.	28.103079	-97.861124                                                                                                                           
TX	4840744	02412867	Lakeside town	43	A	3936606	2712	1.52	0.001	32.822072	-97.489154                                                                                                                     
TX	4840756	02412868	Lakeside City town	43	A	1643998	0	0.635	0.	33.829213	-98.540275                                                                                                                     
TX	4840804	02413565	Lake Tanglewood village	47	A	2910866	980571	1.124	0.379	35.056001	-101.781907                                                                                                       
TX	4840888	02412871	Lakeview town	43	A	534786	0	0.206	0.	34.672765	-100.697219                                                                                                                          
TX	4840966	02408554	Lake View CDP	57	S	1315350	0	0.508	0.	29.45908	-100.953361                                                                                                                          
TX	4840984	02411612	Lakeway city	25	A	27474026	1975266	10.608	0.763	30.354812	-97.979833                                                                                                                
TX	4841050	02411616	Lakewood Village city	25	A	1831676	19419	0.707	0.007	33.136095	-96.976444                                                                                                           
TX	4841056	02411608	Lake Worth city	25	A	6380741	0	2.464	0.	32.812973	-97.430542                                                                                                                        
TX	4841086	02584664	La Loma de Falcon CDP	57	S	221948	0	0.086	0.	26.536833	-99.095959                                                                                                                   
TX	4841092	02586949	Lamar CDP	57	S	7928698	4773986	3.061	1.843	28.14034	-96.987818                                                                                                                      
TX	4841116	02411575	La Marque city	25	A	36063069	871410	13.924	0.336	29.368119	-94.994706                                                                                                               
TX	4841164	02411618	Lamesa city	25	A	13225525	81129	5.106	0.031	32.733338	-101.953773                                                                                                                   
TX	4841170	02584665	La Minita CDP	57	S	1357956	0	0.524	0.	26.502256	-99.073505                                                                                                                          
TX	4841188	02411619	Lampasas city	25	A	18943514	38569	7.314	0.015	31.064037	-98.182783                                                                                                                  
TX	4841212	02411621	Lancaster city	25	A	86060154	179570	33.228	0.069	32.592486	-96.773711                                                                                                               
TX	4841404	02584666	Lantana CDP	57	S	6277447	33776	2.424	0.013	33.091702	-97.120528                                                                                                                     
TX	4841416	02408507	La Paloma CDP	57	S	5578470	0	2.154	0.	26.051962	-97.655253                                                                                                                          
TX	4841420	02586950	La Paloma Addition CDP	57	S	1815260	0	0.701	0.	28.017002	-97.500943                                                                                                                 
TX	4841422	02408508	La Paloma-Lost Creek CDP	57	S	21982639	0	8.488	0.	27.719468	-97.739055                                                                                                              
TX	4841424	02584667	La Paloma Ranchettes CDP	57	S	1216468	0	0.47	0.	26.314792	-98.623017                                                                                                                
TX	4841440	02411580	La Porte city	25	A	48257724	3570022	18.632	1.378	29.667413	-95.049139                                                                                                               
TX	4841449	02408511	La Presa CDP	57	S	1290941	16834	0.498	0.006	27.399507	-99.432496                                                                                                                    
TX	4841452	02408512	La Pryor CDP	57	S	6913586	4961	2.669	0.002	28.949057	-99.847918                                                                                                                     
TX	4841458	02408514	La Puerta CDP	57	S	822127	0	0.317	0.	26.346816	-98.750524                                                                                                                           
TX	4841464	02411626	Laredo city	25	A	269552276	3805087	104.075	1.469	27.561013	-99.487164                                                                                                               
TX	4841473	02408573	Laredo Ranchettes CDP	57	S	1505863	11305	0.581	0.004	27.491176	-99.360005                                                                                                           
TX	4841475	02584668	Laredo Ranchettes West CDP	57	S	187755	1010	0.072	0.	27.489672	-99.370152                                                                                                           
TX	4841503	02408516	La Rosita CDP	57	S	177457	0	0.069	0.	26.401682	-98.9321                                                                                                                             
TX	4841542	02408583	Lasana CDP	57	S	2126123	4434	0.821	0.002	26.2561	-97.694875                                                                                                                         
TX	4841548	02408584	Lasara CDP	57	S	3741758	44727	1.445	0.017	26.463789	-97.908713                                                                                                                      
TX	4841565	02584669	Las Haciendas CDP	57	S	612482	0	0.236	0.	27.631483	-99.19873                                                                                                                        
TX	4841566	02408579	Las Lomas CDP	57	S	1018269	0	0.393	0.	26.363831	-98.774649                                                                                                                          
TX	4841569	02408580	Las Lomitas CDP	57	S	10230027	0	3.95	0.	27.337838	-98.66289                                                                                                                         
TX	4841579	02584670	Las Palmas CDP	57	S	175735	0	0.068	0.	26.951633	-99.276013                                                                                                                          
TX	4841580	02584671	Las Palmas II CDP	57	S	784040	7429	0.303	0.003	26.201707	-97.737588                                                                                                                 
TX	4841582	02584672	Las Pilas CDP	57	S	2158350	0	0.833	0.	27.681463	-99.183235                                                                                                                          
TX	4841583	02408582	Las Quintas Fronterizas CDP	57	S	1570734	5020	0.606	0.002	28.690208	-100.468309                                                                                                     
TX	4841644	02411632	Latexo city	25	A	2541522	0	0.981	0.	31.391431	-95.47523                                                                                                                             
TX	4841660	02584673	La Tina Ranch CDP	57	S	18211873	125854	7.032	0.049	26.199061	-97.48068                                                                                                              
TX	4841704	02408586	Laughlin AFB CDP	57	S	16504799	114523	6.373	0.044	29.358463	-100.776883                                                                                                             
TX	4841728	02408588	Laureles CDP	57	S	12432543	80494	4.8	0.031	26.119704	-97.48918                                                                                                                      
TX	4841764	02411585	La Vernia city	25	A	6187965	10196	2.389	0.004	29.353106	-98.125777                                                                                                                  
TX	4841782	02408518	La Victoria CDP	57	S	789137	0	0.305	0.	26.347791	-98.629488                                                                                                                         
TX	4841788	02411586	La Villa city	25	A	1544694	0	0.596	0.	26.296308	-97.926912                                                                                                                          
TX	4841800	02411636	Lavon city	25	A	6080926	24013	2.348	0.009	33.025685	-96.439239                                                                                                                      
TX	4841848	02411587	La Ward city	25	A	2102814	0	0.812	0.	28.846442	-96.464876                                                                                                                           
TX	4841872	02412882	Lawn town	43	A	1544992	0	0.597	0.	32.13657	-99.750099                                                                                                                               
TX	4841980	02411642	League City city	25	A	132760130	4500196	51.259	1.738	29.490064	-95.109093                                                                                                           
TX	4842004	02411643	Leakey city	25	A	1452911	0	0.561	0.	29.725358	-99.763098                                                                                                                            
TX	4842016	02410812	Leander city	25	A	85483560	509907	33.005	0.197	30.571347	-97.859386                                                                                                                 
TX	4842028	02410813	Leary city	25	A	3368751	23013	1.301	0.009	33.467033	-94.211269                                                                                                                      
TX	4842148	02412888	Lefors town	43	A	1009111	0	0.39	0.	35.439601	-100.803889                                                                                                                            
TX	4842256	02586951	Leming CDP	57	S	12504594	0	4.828	0.	29.068341	-98.472227                                                                                                                            
TX	4842340	02410821	Leona city	25	A	5757846	0	2.223	0.	31.153708	-95.975988                                                                                                                             
TX	4842352	02410822	Leonard city	25	A	5937142	0	2.292	0.	33.383188	-96.246471                                                                                                                           
TX	4842388	02410820	Leon Valley city	25	A	8841914	0	3.414	0.	29.495364	-98.614065                                                                                                                       
TX	4842400	02410823	Leroy city	25	A	4877711	13740	1.883	0.005	31.733457	-97.022234                                                                                                                      
TX	4842448	02410824	Levelland city	25	A	26436485	14789	10.207	0.006	33.580865	-102.363813                                                                                                               
TX	4842508	02410829	Lewisville city	25	A	94975197	15675380	36.67	6.052	33.046551	-96.981826                                                                                                             
TX	4842532	02412893	Lexington town	43	A	3214814	0	1.241	0.	30.41479	-97.009362                                                                                                                          
TX	4842568	02410832	Liberty city	25	A	105134082	1877028	40.592	0.725	30.050104	-94.787809                                                                                                               
TX	4842616	02408607	Liberty City CDP	57	S	15775554	20133	6.091	0.008	32.451796	-94.942976                                                                                                               
TX	4842664	02410833	Liberty Hill city	25	A	5810868	1750	2.244	0.001	30.663616	-97.909458                                                                                                                
TX	4842808	02412898	Lincoln Park town	43	A	421768	5872	0.163	0.002	33.225279	-96.97263                                                                                                                  
TX	4842820	02412900	Lindale city	25	A	15998988	120010	6.177	0.046	32.494132	-95.407344                                                                                                                  
TX	4842844	02410837	Linden city	25	A	9143614	0	3.53	0.	33.010954	-94.362628                                                                                                                             
TX	4842868	02412901	Lindsay city	25	A	4174401	305	1.612	0.	33.642308	-97.219725                                                                                                                         
TX	4842874	02408615	Lindsay CDP	57	S	2628244	0	1.015	0.	31.369077	-103.53753                                                                                                                            
TX	4842916	02409263	Linn CDP	57	S	125805620	132711	48.574	0.051	26.563336	-98.128867                                                                                                                    
TX	4842940	02410841	Lipan city	25	A	2747880	0	1.061	0.	32.518651	-98.047055                                                                                                                             
TX	4842952	02408616	Lipscomb CDP	57	S	9718061	0	3.752	0.	36.221491	-100.262107                                                                                                                          
TX	4843012	02410843	Little Elm city	25	A	44854398	10527395	17.318	4.065	33.185953	-96.925103                                                                                                            
TX	4843024	02410844	Littlefield city	25	A	16379527	0	6.324	0.	33.919081	-102.33488                                                                                                                      
TX	4843066	01385349	Little River-Academy city	25	A	4948518	16170	1.911	0.006	30.979328	-97.3464                                                                                                         
TX	4843096	02410847	Live Oak city	25	A	12317456	112304	4.756	0.043	29.555395	-98.340042                                                                                                                 
TX	4843120	02410849	Liverpool city	25	A	2823176	0	1.09	0.	29.301645	-95.274427                                                                                                                          
TX	4843132	02412903	Livingston town	43	A	22609330	28894	8.73	0.011	30.710043	-94.93793                                                                                                                  
TX	4843144	02410852	Llano city	25	A	13645934	832230	5.269	0.321	30.751007	-98.676524                                                                                                                    
TX	4843150	02408623	Llano Grande CDP	57	S	4222375	0	1.63	0.	26.130816	-97.968744                                                                                                                        
TX	4843240	02410853	Lockhart city	25	A	40439383	57613	15.614	0.022	29.878807	-97.683276                                                                                                                 
TX	4843252	02412906	Lockney town	43	A	4001943	0	1.545	0.	34.123054	-101.442447                                                                                                                          
TX	4843354	02410855	Log Cabin city	25	A	2711236	23565	1.047	0.009	32.223486	-96.022352                                                                                                                  
TX	4843432	02408629	Lolita CDP	57	S	6682335	0	2.58	0.	28.832574	-96.53868                                                                                                                               
TX	4843458	02586952	Loma Grande CDP	57	S	176493	0	0.068	0.	28.722077	-99.832709                                                                                                                         
TX	4843460	02586953	Loma Linda CDP	57	S	3244908	0	1.253	0.	28.007011	-97.499402                                                                                                                         
TX	4843462	02408120	Loma Linda East CDP	57	S	13320356	0	5.143	0.	27.766338	-98.19423                                                                                                                    
TX	4843463	02584674	Loma Linda East CDP	57	S	98417	0	0.038	0.	26.32813	-98.689413                                                                                                                       
TX	4843465	02584675	Loma Linda West CDP	57	S	316565	0	0.122	0.	26.420471	-98.930372                                                                                                                     
TX	4843474	02584676	Loma Vista CDP	57	S	34124	0	0.013	0.	26.416872	-98.981412                                                                                                                           
TX	4843516	02410858	Lometa city	25	A	2178415	0	0.841	0.	31.21664	-98.392432                                                                                                                             
TX	4843636	02410862	Lone Oak city	25	A	2876445	0	1.111	0.	32.996103	-95.940658                                                                                                                          
TX	4843684	02410863	Lone Star city	25	A	5126132	53326	1.979	0.021	32.939956	-94.709123                                                                                                                  
TX	4843822	02584677	Longoria CDP	57	S	43398	0	0.017	0.	26.30238	-98.642489                                                                                                                              
TX	4843888	02410870	Longview city	25	A	144240686	262863	55.692	0.101	32.519337	-94.764592                                                                                                               
TX	4843948	02586954	Loop CDP	57	S	9174741	0	3.542	0.	32.914189	-102.414709                                                                                                                              
TX	4843960	02408129	Lopeño CDP	57	S	2116603	0	0.817	0.	26.711834	-99.100966                                                                                                                             
TX	4843972	02408130	Lopezville CDP	57	S	3525764	0	1.361	0.	26.246037	-98.158545                                                                                                                         
TX	4843996	02412915	Loraine town	43	A	2691521	0	1.039	0.	32.408651	-100.712515                                                                                                                          
TX	4844020	02410873	Lorena city	25	A	8694164	0	3.357	0.	31.381626	-97.212795                                                                                                                            
TX	4844032	02410874	Lorenzo city	25	A	2470779	0	0.954	0.	33.67034	-101.536078                                                                                                                           
TX	4844038	02584679	Los Altos CDP	57	S	98499	0	0.038	0.	27.490491	-99.385823                                                                                                                            
TX	4844044	02408133	Los Alvarez CDP	57	S	244485	0	0.094	0.	26.385936	-98.899036                                                                                                                         
TX	4844062	02586955	Los Angeles CDP	57	S	390246	0	0.151	0.	26.494764	-97.786319                                                                                                                         
TX	4844072	02584678	Los Arcos CDP	57	S	534198	0	0.206	0.	27.614419	-99.210488                                                                                                                           
TX	4844075	02584680	Los Arrieros CDP	57	S	88846	0	0.034	0.	26.515769	-99.08452                                                                                                                          
TX	4844076	02584681	Los Barreras CDP	57	S	593090	0	0.229	0.	26.391164	-98.918353                                                                                                                        
TX	4844078	02584682	Los Centenarios CDP	57	S	487244	0	0.188	0.	27.61226	-99.212988                                                                                                                      
TX	4844079	02584683	Los Corralitos CDP	57	S	91753	0	0.035	0.	27.641193	-99.557476                                                                                                                       
TX	4844104	02408137	Los Ebanos CDP	57	S	1499013	193912	0.579	0.075	26.23949	-98.552496                                                                                                                  
TX	4844110	02584684	Los Ebanos CDP	57	S	78126	0	0.03	0.	26.411313	-98.918581                                                                                                                            
TX	4844116	02410879	Los Fresnos city	25	A	10571161	466163	4.082	0.18	26.074168	-97.48704                                                                                                                
TX	4844120	02584685	Los Fresnos CDP	57	S	468338	0	0.181	0.	27.616942	-99.207979                                                                                                                         
TX	4844123	02584686	Los Huisaches CDP	57	S	1170630	0	0.452	0.	27.907028	-99.475803                                                                                                                      
TX	4844128	02412918	Los Indios town	43	A	4856537	19892	1.875	0.008	26.049927	-97.734811                                                                                                                 
TX	4844142	02584687	Los Lobos CDP	57	S	367773	0	0.142	0.	26.606536	-99.161264                                                                                                                           
TX	4844145	02584688	Los Minerales CDP	57	S	2799495	0	1.081	0.	27.655483	-99.617827                                                                                                                      
TX	4844146	02584689	Los Nopalitos CDP	57	S	383803	0	0.148	0.	27.619521	-99.205609                                                                                                                       
TX	4844162	02408142	Lost Creek CDP	57	S	5213886	0	2.013	0.	30.302316	-97.8498                                                                                                                           
TX	4844167	02584690	Los Veteranos I CDP	57	S	1019707	0	0.394	0.	27.633353	-99.218551                                                                                                                    
TX	4844168	02584691	Los Veteranos II CDP	57	S	412355	0	0.159	0.	27.771135	-99.443309                                                                                                                    
TX	4844170	02410880	Los Ybanez city	25	A	215759	2029	0.083	0.001	32.719195	-101.917507                                                                                                                  
TX	4844176	02410883	Lott city	25	A	2616395	37254	1.01	0.014	31.206257	-97.033576                                                                                                                        
TX	4844212	02408144	Louise CDP	57	S	17311566	66473	6.684	0.026	29.113136	-96.412397                                                                                                                     
TX	4844260	02410885	Lovelady city	25	A	3421105	15210	1.321	0.006	31.128172	-95.445877                                                                                                                   
TX	4844308	02410890	Lowry Crossing city	25	A	6647208	20032	2.567	0.008	33.169279	-96.544985                                                                                                             
TX	4844344	02408148	Lozano CDP	57	S	306502	0	0.118	0.	26.18959	-97.54373                                                                                                                                
TX	4845000	02410892	Lubbock city	25	A	330723998	2970739	127.693	1.147	33.563764	-101.886697                                                                                                             
TX	4845012	02410893	Lucas city	25	A	37321830	788702	14.41	0.305	33.100978	-96.581235                                                                                                                    
TX	4845048	02410894	Lueders city	25	A	1527147	0	0.59	0.	32.800432	-99.623217                                                                                                                            
TX	4845072	02410895	Lufkin city	25	A	88580611	723714	34.201	0.279	31.322904	-94.729026                                                                                                                  
TX	4845096	02410896	Luling city	25	A	14124326	111096	5.453	0.043	29.681747	-97.646696                                                                                                                   
TX	4845120	02410897	Lumberton city	25	A	34730574	261422	13.41	0.101	30.254989	-94.207955                                                                                                                
TX	4845228	02410898	Lyford city	25	A	4485172	157896	1.732	0.061	26.414597	-97.789266                                                                                                                    
TX	4845288	02410903	Lytle city	25	A	11516761	113881	4.447	0.044	29.233189	-98.79465                                                                                                                     
TX	4845324	02412931	Mabank town	43	A	18649003	168010	7.2	0.065	32.368677	-96.115216                                                                                                                     
TX	4845384	02411057	McAllen city	25	A	151143161	1038050	58.357	0.401	26.232182	-98.246401                                                                                                               
TX	4845432	02411059	McCamey city	25	A	5249281	0	2.027	0.	31.13247	-102.22004                                                                                                                            
TX	4845564	02586957	McDade CDP	57	S	10371976	35750	4.005	0.014	30.278932	-97.252375                                                                                                                     
TX	4845576	02586958	Macdona CDP	57	S	4026018	10631	1.554	0.004	29.320775	-98.699717                                                                                                                     
TX	4845672	02411063	McGregor city	25	A	56439197	0	21.791	0.	31.418643	-97.42835                                                                                                                         
TX	4845744	02411064	McKinney city	25	A	173347642	1934623	66.93	0.747	33.201125	-96.664161                                                                                                               
TX	4845750	02586959	McKinney Acres CDP	57	S	4269689	0	1.649	0.	32.296357	-102.529776                                                                                                                    
TX	4845780	02412968	McLean town	43	A	2999765	0	1.158	0.	35.232339	-100.600107                                                                                                                           
TX	4845804	01388560	McLendon-Chisholm city	25	A	24623133	532184	9.507	0.205	32.850584	-96.392111                                                                                                        
TX	4845948	02408804	McQueeney CDP	57	S	10598713	1013745	4.092	0.391	29.600453	-98.047576                                                                                                                
TX	4845996	02410908	Madisonville city	25	A	10822215	380592	4.178	0.147	30.954018	-95.909285                                                                                                             
TX	4846056	02410910	Magnolia city	25	A	7338676	26143	2.833	0.01	30.213032	-95.7426                                                                                                                      
TX	4846224	02410912	Malakoff city	25	A	7432607	37773	2.87	0.015	32.173315	-96.021051                                                                                                                    
TX	4846260	02412934	Malone town	43	A	1182354	5149	0.457	0.002	31.91726	-96.894658                                                                                                                       
TX	4846308	02629100	Manchaca CDP	57	S	5013109	0	1.936	0.	30.135306	-97.836262                                                                                                                           
TX	4846440	02411022	Manor city	25	A	19331410	39366	7.464	0.015	30.343169	-97.54132                                                                                                                      
TX	4846452	02411023	Mansfield city	25	A	94920412	113126	36.649	0.044	32.569188	-97.120532                                                                                                               
TX	4846492	02584692	Manuel Garcia CDP	57	S	92232	0	0.036	0.	26.333654	-98.701643                                                                                                                        
TX	4846494	02584693	Manuel Garcia II CDP	57	S	42997	0	0.017	0.	26.312646	-98.691281                                                                                                                     
TX	4846500	02411026	Manvel city	25	A	66047221	175278	25.501	0.068	29.478787	-95.363867                                                                                                                  
TX	4846572	02408173	Marathon CDP	57	S	13625028	9285	5.261	0.004	30.220864	-103.236601                                                                                                                   
TX	4846584	02411030	Marble Falls city	25	A	35302450	1678961	13.63	0.648	30.570538	-98.273131                                                                                                            
TX	4846620	02411031	Marfa city	25	A	4220050	0	1.629	0.	30.310726	-104.025433                                                                                                                            
TX	4846668	02412956	Marietta town	43	A	1497574	0	0.578	0.	33.173548	-94.542531                                                                                                                          
TX	4846692	02411036	Marion city	25	A	2022810	0	0.781	0.	29.572568	-98.142941                                                                                                                            
TX	4846716	02408182	Markham CDP	57	S	5825472	42668	2.249	0.016	28.962548	-96.063953                                                                                                                     
TX	4846740	02411037	Marlin city	25	A	11698479	128428	4.517	0.05	31.308036	-96.893173                                                                                                                    
TX	4846752	02411039	Marquez city	25	A	3396773	0	1.312	0.	31.236134	-96.257428                                                                                                                           
TX	4846776	02411041	Marshall city	25	A	76649028	165638	29.594	0.064	32.539159	-94.353173                                                                                                                
TX	4846824	02411043	Mart city	25	A	3412000	310	1.317	0.	31.542119	-96.829288                                                                                                                            
TX	4846848	02411044	Martindale city	25	A	5334568	70672	2.06	0.027	29.842757	-97.840255                                                                                                                  
TX	4846854	02584694	Martinez CDP	57	S	138248	0	0.053	0.	26.422156	-98.75291                                                                                                                             
TX	4846968	02411048	Mason city	25	A	9461408	84934	3.653	0.033	30.747713	-99.228603                                                                                                                      
TX	4847004	02412962	Matador town	43	A	3377819	0	1.304	0.	34.015084	-100.821094                                                                                                                          
TX	4847016	02586960	Matagorda CDP	57	S	4773183	501171	1.843	0.194	28.696451	-95.966602                                                                                                                  
TX	4847040	02411049	Mathis city	25	A	8588885	0	3.316	0.	28.090918	-97.817048                                                                                                                            
TX	4847088	02411051	Maud city	25	A	3860613	0	1.491	0.	33.329892	-94.346145                                                                                                                              
TX	4847100	02408189	Mauriceville CDP	57	S	21784042	76977	8.411	0.03	30.231045	-93.871478                                                                                                                
TX	4847268	02411053	Maypearl city	25	A	2097180	46266	0.81	0.018	32.311017	-97.00663                                                                                                                     
TX	4847316	02412972	Meadow town	43	A	4164516	0	1.608	0.	33.337725	-102.205857                                                                                                                           
TX	4847330	02411066	Meadowlakes city	25	A	1969614	41260	0.76	0.016	30.564223	-98.295075                                                                                                                 
TX	4847337	02411067	Meadows Place city	25	A	2427314	931	0.937	0.	29.650922	-95.586909                                                                                                                   
TX	4847406	02408812	Medina CDP	57	S	4593330	10068	1.773	0.004	26.935076	-99.264419                                                                                                                      
TX	4847460	02412980	Megargel town	43	A	1580814	18748	0.61	0.007	33.453371	-98.929398                                                                                                                    
TX	4847496	02411073	Melissa city	25	A	28404642	174686	10.967	0.067	33.289675	-96.555943                                                                                                                 
TX	4847568	02412982	Melvin town	43	A	1201007	7987	0.464	0.003	31.199216	-99.581316                                                                                                                      
TX	4847616	02411074	Memphis city	25	A	5811643	0	2.244	0.	34.726734	-100.541655                                                                                                                          
TX	4847628	02411076	Menard city	25	A	5343446	0	2.063	0.	30.918441	-99.783678                                                                                                                            
