LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
9200,PROVIDENCE,RI,02906,541618,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,07/24/2020,"Citizens Bank, National Association",RI-01
9200,NORTH KINGSTOWN,RI,02852,531320,Corporation,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Peoples CU,RI-02
9200,MIDDLETOWN,RI,02842,485320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/28/2020,Peoples CU,RI-01
9187,PROVIDENCE,RI,02905,488490,Corporation,Unanswered,Unanswered,Unanswered,,1,05/07/2020,"Bank of America, National Association",RI-02
9187,NORTH PROVIDENCE,RI,02904,441310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,05/11/2020,Pawtucket CU,RI-01
9180,PROVIDENCE,RI,02903,453998,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/13/2020,Bank Rhode Island,RI-01
9171,JOHNSTON,RI,02919,561730,Corporation,Unanswered,Unanswered,Unanswered,,2,05/05/2020,"Bank of America, National Association",RI-02
9167,EAST GREENWICH,RI,02818,541618,Corporation,Unanswered,Unanswered,Unanswered,,1,05/04/2020,"Bank of America, National Association",RI-02
9167,SAUNDERSTOWN,RI,02874,561730,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,05/13/2020,The Washington Trust Company of Westerly,RI-02
9167,BARRINGTON,RI,02806,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/14/2020,Navigant CU,RI-01
9167,PROVIDENCE,RI,02906,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,Greenwood CU,RI-01
9167,CRANSTON,RI,02905,445120,Corporation,Unanswered,Unanswered,Unanswered,,2,05/01/2020,Pawtucket CU,RI-02
9166.02,Pawtucket,RI,02860,722410,Corporation,Unanswered,Unanswered,Unanswered,,6,06/09/2020,"Santander Bank, National Association",RI-01
9165,PROVIDENCE,RI,02906,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,05/01/2020,BankNewport,RI-01
9162,cumberland,RI,02864,337110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,05/12/2020,Navigant CU,RI-01
9160,PROVIDENCE,RI,02903,524298,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,08/05/2020,The Washington Trust Company of Westerly,RI-01
9152.5,Providence,RI,02903,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/19/2020,"Citizens Bank, National Association",RI-01
9141.67,LINCOLN,RI,02865,238220,Corporation,Unanswered,Male Owned,Unanswered,,3,04/29/2020,Navigant CU,RI-01
9141,SAUNDERSTOWN,RI,02874,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Navigant CU,RI-02
9139.63,North Providence,RI,02904,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/29/2020,Celtic Bank Corporation,RI-01
9139,JAMESTOWN,RI,02835,541618,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,06/16/2020,BankNewport,RI-01
9125,WOONSOCKET,RI,02895,722513,Corporation,Unanswered,Unanswered,Unanswered,,3,05/07/2020,"Bank of America, National Association",RI-01
9120,PROVIDENCE,RI,02908,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,"Home Loan Investment Bank, F.S.B.",RI-01
9115,WEST WARWICK,RI,02893,236118,Corporation,Unanswered,Unanswered,Unanswered,,4,04/30/2020,The Washington Trust Company of Westerly,RI-02
9112,Lincoln,RI,02865,,Corporation,Unanswered,Male Owned,Non-Veteran,,0,05/03/2020,"TD Bank, National Association",RI-01
9109.37,CUMBERLAND,RI,02864,811111,Corporation,White,Male Owned,Veteran,,2,04/14/2020,Navigant CU,RI-01
9107,JOHNSTON,RI,02919,811111,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",RI-02
9102,PROVIDENCE,RI,02903,541910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Bank of America, National Association",RI-01
9100,Warren,RI,02885,541613,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,,05/21/2020,"Citizens Bank, National Association",RI-01
9100,CHARLESTOWN,RI,02813,236115,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
9100,pawtucket,RI,02861,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
9100,WOONSOCKET,RI,02895,238220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Dean Co-Operative Bank,RI-01
9100,Providence,RI,02906,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,,05/06/2020,"Citizens Bank, National Association",RI-01
9100,NORTH KINGSTOWN,RI,02852,423930,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,04/16/2020,Bank Rhode Island,RI-02
9100,WEST WARWICK,RI,02893,811111,Corporation,Unanswered,Unanswered,Unanswered,,1,06/25/2020,Centreville Bank,RI-02
9100,JOHNSTON,RI,02919,445120,Corporation,Unanswered,Male Owned,Non-Veteran,,2,04/27/2020,Bank Rhode Island,RI-02
9100,SMITHFIELD,RI,02917,812910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/09/2020,Centreville Bank,RI-01
9100,WARREN,RI,02885,524298,Corporation,Unanswered,Unanswered,Unanswered,,0,05/11/2020,Navy FCU,RI-01
9100,Providence,RI,02903,512110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
9100,Warwick,RI,02888,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,08/08/2020,Cross River Bank,RI-02
9100,Pawtucket,RI,02861,811111,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,,06/29/2020,"Citizens Bank, National Association",RI-01
9100,Wakefield,RI,02879,114111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/14/2020,"Citizens Bank, National Association",RI-02
9100,East Providence,RI,02914,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/15/2020,"Citizens Bank, National Association",RI-01
9100,PROVIDENCE,RI,02906,511199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,07/23/2020,"Citizens Bank, National Association",RI-01
9100,PROVIDENCE,RI,02909,624190,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,06/05/2020,Centreville Bank,RI-02
9100,PORTSMOUTH,RI,02871,112990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/15/2020,Bristol County Savings Bank,RI-01
9094,PROVIDENCE,RI,02909,453210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/23/2020,BankNewport,RI-02
9094,North Kingstown,RI,02852,621111,Corporation,Unanswered,Unanswered,Unanswered,,1,07/27/2020,Customers Bank,RI-02
9092,COVENTRY,RI,02816,238140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,05/05/2020,"Bank of America, National Association",RI-02
9090,EAST GREENWICH,RI,02818,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,05/05/2020,HarborOne Bank,RI-02
9087,PROVIDENCE,RI,02907,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"Webster Bank, National Association",RI-02
9087,CENTRAL FALLS,RI,02863,541213,Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,Navigant CU,RI-01
9084.8,SMITHFIELD,RI,02917,541990,Corporation,Unanswered,Male Owned,Unanswered,,2,04/30/2020,Navigant CU,RI-01
9075,CUMBERLAND,RI,02864,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,08/03/2020,Navigant CU,RI-01
9072,PORTSMOUTH,RI,02871,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,04/30/2020,"Bank of America, National Association",RI-01
9070,CRANSTON,RI,02920,812113,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,3,04/09/2020,Bank Rhode Island,RI-02
9059,ASHAWAY,RI,02804,238210,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,,1,04/29/2020,The Washington Trust Company of Westerly,RI-02
9055,WARWICK,RI,02886,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,06/25/2020,Navigant CU,RI-02
9050,WESTERLY,RI,02891,711130,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/01/2020,The Washington Trust Company of Westerly,RI-02
9043,WOONSOCKET,RI,02895,533110,Corporation,White,Male Owned,Veteran,,3,04/10/2020,Bank Rhode Island,RI-01
9040,EAST GREENWICH,RI,02818,621320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,Cross River Bank,RI-02
9040,PROVIDENCE,RI,02903,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,05/01/2020,"Bank of America, National Association",RI-01
9039,CHEPACHET,RI,02814,621399,Sole Proprietorship,White,Unanswered,Unanswered,,1,04/27/2020,Navigant CU,RI-02
9027,RIVERSIDE,RI,02915,492110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,4,05/04/2020,Pawtucket CU,RI-01
9025,WAKEFIELD,RI,02879,999990,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,04/28/2020,The Washington Trust Company of Westerly,RI-02
9020,Smithfield,RI,02917,541512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,05/28/2020,Navigant CU,RI-01
9015,Providence,RI,02905,711310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/09/2020,"TD Bank, National Association",RI-02
9013,CRANSTON,RI,02910,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/30/2020,"Bank of America, National Association",RI-02
9005,CRANSTON,RI,02905,445120,Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,The Washington Trust Company of Westerly,RI-02
9000,Barrington,RI,02806,611699,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
9000,Cranston,RI,02920,813110,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
9000,Harrisville,RI,02830,441310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
9000,Warwick,RI,02886,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/29/2020,"Citizens Bank, National Association",RI-02
9000,PORTSMOUTH,RI,02871,621112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
9000,Cumberland,RI,02864,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/29/2020,"Citizens Bank, National Association",RI-01
9000,NEWPORT,RI,02840,722511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/29/2020,Peoples CU,RI-01
9000,North Providence,RI,02911,541930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/06/2020,"Citizens Bank, National Association",RI-01
9000,WEST WARWICK,RI,02893,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/14/2020,Centreville Bank,RI-02
9000,Providence,RI,02903,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
9000,Westerly,RI,02891,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-02
9000,SMITHFIELD,RI,02917,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/27/2020,Bank Rhode Island,RI-01
9000,PROVIDENCE,RI,02905,722513,Corporation,Unanswered,Unanswered,Unanswered,,,05/12/2020,"Citizens Bank, National Association",RI-02
9000,WARWICK,RI,02889,561622,Corporation,Unanswered,Unanswered,Unanswered,,1,04/06/2020,Greenwood CU,RI-02
9000,NORTH PROVIDENCE,RI,02904,445120,Corporation,Unanswered,Unanswered,Unanswered,,2,04/30/2020,Pawtucket CU,RI-01
9000,PROVIDENCE,RI,02906,813110,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,06/29/2020,Centreville Bank,RI-01
9000,CRANSTON,RI,02910,611519,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,3,04/30/2020,Centreville Bank,RI-02
9000,providence,RI,02909,445120,Corporation,Unanswered,Unanswered,Unanswered,,,06/17/2020,"Citizens Bank, National Association",RI-02
9000,CENTRAL FALLS,RI,02861,453998,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,06/05/2020,"Citizens Bank, National Association",RI-01
9000,Warwick,RI,02888,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/01/2020,WebBank,RI-02
9000,NEWPORT,RI,02840,541219,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,06/18/2020,Berkshire Bank,RI-01
9000,Warwick,RI,02889,236118,Independent Contractors,Unanswered,Unanswered,Unanswered,,,05/01/2020,"Citizens Bank, National Association",RI-02
9000,North Providence,RI,02911,811198,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/19/2020,"Citizens Bank, National Association",RI-01
9000,North Kingstown,RI,02852,423990,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,0,05/03/2020,"Citizens Bank, National Association",RI-02
9000,warwick,RI,02888,448110,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
9000,JOHNSTON,RI,02919,812320,Corporation,Unanswered,Unanswered,Unanswered,,0,04/09/2020,BankNewport,RI-02
8992,LITTLE COMPTON,RI,02837,111422,Partnership,Unanswered,Unanswered,Unanswered,,2,08/03/2020,BayCoast Bank,RI-01
8988.96,WAKEFIELD,RI,02879,531210,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,06/26/2020,The Washington Trust Company of Westerly,RI-02
8985,EAST GREENWICH,RI,02818,531210,Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,"Webster Bank, National Association",RI-02
8982,CENTRAL FALLS,RI,02863,488490,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/29/2020,Navigant CU,RI-01
8980,CUMBERLAND,RI,02864,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6,05/07/2020,"Bank of America, National Association",RI-01
8980,JOHNSTON,RI,02919,,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",RI-02
8974,RIVERSIDE,RI,02915,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,Navigant CU,RI-01
8972,PROVIDENCE,RI,02906,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,08/03/2020,BayCoast Bank,RI-01
8957,Tiverton,RI,02878,,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",RI-01
8952,NEWPORT,RI,02840,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/29/2020,BankNewport,RI-01
8945,WAKEFIELD,RI,02879,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/29/2020,The Washington Trust Company of Westerly,RI-02
8937,PAWTUCKET,RI,02860,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,05/07/2020,"Bank of America, National Association",RI-01
8937,MIDDLETOWN,RI,02842,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,"Webster Bank, National Association",RI-01
8935,Providence,RI,02906,511210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/15/2020,"Santander Bank, National Association",RI-01
8935,PROVIDENCE,RI,02906,511210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/19/2020,"Santander Bank, National Association",RI-01
8933,WESTERLY,RI,02891,531110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,04/30/2020,"Bank of America, National Association",RI-02
8932,BRISTOL,RI,02809,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,06/23/2020,BayCoast Bank,RI-01
8931,PROVIDENCE,RI,02940,812990,Corporation,Unanswered,Unanswered,Unanswered,,1,04/30/2020,"Santander Bank, National Association",RI-01
8920,PASCOAG,RI,02859,811111,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,2,04/28/2020,Navigant CU,RI-02
8920,WESTERLY,RI,02891,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Bank of America, National Association",RI-02
8915,CUMBERLAND,RI,02864,531210,Subchapter S Corporation,White,Female Owned,Non-Veteran,,1,04/28/2020,Navigant CU,RI-01
8900,CHEPACHET,RI,02814,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/28/2020,Bristol County Savings Bank,RI-02
8900,EAST PROVIDENCE,RI,02914,722410,Corporation,Unanswered,Unanswered,Unanswered,,7,04/11/2020,Bank Rhode Island,RI-01
8900,cranston,RI,02921,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8900,Cranston,RI,02921,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-02
8900,Providence,RI,02903,541199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,"Citizens Bank, National Association",RI-01
8900,NEWPORT,RI,02840,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/16/2020,Peoples CU,RI-01
8900,PROVIDENCE,RI,02907,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/05/2020,BankNewport,RI-02
8900,PAWTUCKET,RI,02860,238320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,06/15/2020,"Citizens Bank, National Association",RI-01
8900,Providence,RI,02907,484121,Corporation,Hispanic,Male Owned,Non-Veteran,,1,05/12/2020,"CRF Small Business Loan Company, LLC",RI-02
8900,MIDDLETOWN,RI,02840,485320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,"Citizens Bank, National Association",RI-01
8900,MIDDLETOWN,RI,02842,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,Peoples CU,RI-01
8900,WARWICK,RI,02888,713930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/14/2020,Bank Rhode Island,RI-02
8900,Pawtucket,RI,02860,335121,Sole Proprietorship,White,Female Owned,Non-Veteran,,4,04/30/2020,"CRF Small Business Loan Company, LLC",RI-01
8900,Woonsocket,RI,02895,561720,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Citizens Bank, National Association",RI-01
8900,Narragansett,RI,02882,812113,Corporation,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
8900,Newport,RI,02840,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/20/2020,"Citizens Bank, National Association",RI-01
8895.57,WAKEFIELD,RI,02879,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/15/2020,The Washington Trust Company of Westerly,RI-02
8888,Warren,RI,02885,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"TD Bank, National Association",RI-01
8882,PAWTUCKET,RI,02860,323111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/29/2020,Navigant CU,RI-01
8875,EAST PROVIDENCE,RI,02914,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,04/28/2020,The Washington Trust Company of Westerly,RI-01
8870,Providence,RI,02909,541930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/28/2020,Navigant CU,RI-02
8866,PROVIDENCE,RI,02906,511199,Corporation,Unanswered,Unanswered,Unanswered,,1,05/03/2020,"Bank of America, National Association",RI-01
8862,Barrington,RI,02806,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/15/2020,"TD Bank, National Association",RI-01
8856,JOHNSTON,RI,02910,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,"Webster Bank, National Association",RI-02
8855,CRANSTON,RI,02920,531210,Independent Contractors,Unanswered,Female Owned,Unanswered,,1,05/08/2020,The Washington Trust Company of Westerly,RI-02
8850,CUMBERLAND,RI,02864,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/29/2020,Navigant CU,RI-01
8847,NORTH PROVIDENCE,RI,02911,722511,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,6,05/03/2020,"Bank of America, National Association",RI-01
8835,HOPE VALLEY,RI,02832,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/01/2020,The Washington Trust Company of Westerly,RI-02
8821,BRISTOL,RI,02809,811219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/02/2020,"Bank of America, National Association",RI-01
8815,East Greenwich,RI,02818,811490,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,3,05/02/2020,Customers Bank,RI-02
8810,Little Compton,RI,02837,238320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/30/2020,BayCoast Bank,RI-01
8802,PROVIDENCE,RI,02903,812191,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,08/05/2020,"Santander Bank, National Association",RI-01
8800,Newport,RI,02840,336611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,"Citizens Bank, National Association",RI-01
8800,Providence,RI,02903,722511,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,,04/15/2020,"Citizens Bank, National Association",RI-01
8800,EAST GREENWICH,RI,02818,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,HarborOne Bank,RI-02
8800,PROVIDENCE,RI,02908,238340,Corporation,Unanswered,Male Owned,Unanswered,,1,04/27/2020,Bank Rhode Island,RI-01
8800,TIVERTON,RI,02878,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,04/13/2020,BankNewport,RI-01
8800,NEWPORT,RI,02840,336612,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,07/22/2020,"Citizens Bank, National Association",RI-01
8800,Greenville,RI,02828,812112,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,1,04/30/2020,"CRF Small Business Loan Company, LLC",RI-01
8800,North Kingstown,RI,02852,721191,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,,06/17/2020,"Citizens Bank, National Association",RI-02
8800,Providence,RI,02906,541922,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/28/2020,"Citizens Bank, National Association",RI-01
8800,WARWICK,RI,02888,722513,Corporation,Unanswered,Male Owned,Non-Veteran,,,05/01/2020,"Citizens Bank, National Association",RI-02
8800,Providence,RI,02909,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/03/2020,"Citizens Bank, National Association",RI-02
8797,EAST PROVIDENCE,RI,02914,236118,Corporation,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"Bank of America, National Association",RI-01
8792,WAKEFIELD,RI,02879,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/28/2020,The Washington Trust Company of Westerly,RI-02
8788,BRISTOL,RI,02809,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,05/03/2020,"Bank of America, National Association",RI-01
8784,PROVIDENCE,RI,02904,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/09/2020,"Bank of America, National Association",RI-01
8783.88,NARRAGANSETT,RI,02882,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,05/14/2020,Navigant CU,RI-02
8779,PROVIDENCE,RI,02905,531311,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1,05/26/2020,The Washington Trust Company of Westerly,RI-02
8776,NORTH PROVIDENCE,RI,02911,811490,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,1,05/22/2020,The Washington Trust Company of Westerly,RI-01
8775,FOSTER,RI,02825,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,05/28/2020,BankNewport,RI-02
8772,Smithfield,RI,02917,722514,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,04/29/2020,HarborOne Bank,RI-01
8762,PAWTUCKET,RI,02860,238320,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,04/29/2020,Pawtucket CU,RI-01
8752.5,Pawtucket,RI,02861,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,American Express National Bank,RI-01
8750,HOPKINTON,RI,02833,541690,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/29/2020,The Washington Trust Company of Westerly,RI-02
8750,WESTERLY,RI,02891,541618,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,1,05/06/2020,Westerly Community CU,RI-02
8750,NORTH PROVIDENCE,RI,02911,541330,Corporation,Unanswered,Unanswered,Unanswered,,3,05/29/2020,BankNewport,RI-01
8750,NEWPORT,RI,02840,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/05/2020,BankNewport,RI-01
8750,CRANSTON,RI,02920,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,05/12/2020,Pawtucket CU,RI-02
8750,SMITHFIELD,RI,02917,424480,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,2,05/13/2020,Bank Rhode Island,RI-01
8750,EAST GREENWICH,RI,02818,453110,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,2,04/14/2020,BankNewport,RI-02
8750,NARRAGANSETT,RI,02882,541921,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,04/28/2020,BankNewport,RI-02
8750,Warwick,RI,02886,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/03/2020,Cross River Bank,RI-02
8750,Pawtucket,RI,02861,311520,Corporation,Unanswered,Unanswered,Unanswered,,10,05/01/2020,"Santander Bank, National Association",RI-01
8750,NEWPORT,RI,02840,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,05/20/2020,BankNewport,RI-01
8750,EAST GREENWICH,RI,02818,541410,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,1,05/21/2020,The Washington Trust Company of Westerly,RI-02
8734,Tiverton,RI,02878,621399,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,08/06/2020,Customers Bank,RI-01
8722.5,NORTH KINGSTOWN,RI,02852,423120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/06/2020,The Washington Trust Company of Westerly,RI-02
8720,Pawtucket,RI,02860,541990,Corporation,Unanswered,Unanswered,Unanswered,,1,04/29/2020,"Santander Bank, National Association",RI-01
8720,Narragansett,RI,02882,114119,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,,04/30/2020,"Citizens Bank, National Association",RI-02
8717,Providence,RI,02906,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/02/2020,"TD Bank, National Association",RI-01
8700,MIDDLETOWN,RI,02842,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/09/2020,Berkshire Bank,RI-01
8700,North Smithfield,RI,02896,236118,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,,05/21/2020,"Citizens Bank, National Association",RI-01
8700,Pawtucket,RI,02860,722410,Non-Profit Organization,Unanswered,Male Owned,Veteran,Y,,05/05/2020,"Citizens Bank, National Association",RI-01
